Tenure,Complain,Complaint_to_Order_Ratio,DaySinceLastOrder,CashbackAmount,NumberOfDeviceRegistered,SatisfactionScore,Engagement_Score,CityTier,Average_Cashback_Per_Order,WarehouseToHome,Churn
7.0,1.0,0.5,2.0,129.0,1.0,1.0,4.0,1.0,64.5,8.0,0
6.0,0.0,0.0,7.0,151.0,3.0,4.0,6.0,3.0,75.5,8.0,0
22.0,0.0,0.0,4.0,145.0,3.0,1.0,6.0,3.0,72.5,17.0,0
0.0,1.0,0.5,0.0,186.0,3.0,5.0,6.0,3.0,93.0,22.0,1
11.0,0.0,0.0,5.0,125.0,4.0,4.0,7.0,1.0,62.5,14.0,0
0.0,0.0,0.0,0.0,182.0,3.0,3.0,6.0,3.0,91.0,22.0,1
9.0,0.0,0.0,0.0,121.0,4.0,5.0,7.0,1.0,60.5,10.0,0
3.0,0.0,0.0,7.0,153.0,1.0,3.0,3.0,1.0,76.5,22.0,0
5.0,0.0,0.0,7.0,127.0,3.0,4.0,6.0,1.0,63.5,11.0,0
11.0,1.0,0.5,0.0,158.0,5.0,1.0,7.0,1.0,79.0,24.0,0
6.0,1.0,0.5,0.0,124.0,4.0,3.0,6.0,1.0,62.0,14.0,1
15.0,0.0,0.0,4.0,128.0,3.0,4.0,6.0,1.0,64.0,18.0,0
28.0,0.0,0.0,0.0,290.0,4.0,5.0,6.0,1.0,145.0,8.0,0
6.0,0.0,0.0,7.0,131.0,3.0,4.0,6.0,1.0,65.5,10.0,0
9.0,0.0,0.0,4.0,123.0,3.0,5.0,6.0,1.0,61.5,15.0,0
7.0,1.0,0.5,7.0,140.0,3.0,3.0,5.0,3.0,70.0,16.0,0
26.0,1.0,0.5,3.0,230.0,4.0,3.0,6.0,1.0,115.0,7.0,0
16.0,0.0,0.0,8.0,135.0,3.0,1.0,6.0,2.0,67.5,8.0,0
7.0,0.0,0.0,2.0,160.0,5.0,1.0,7.0,3.0,53.333333333333336,9.0,0
0.0,0.0,0.0,0.0,127.0,3.0,4.0,6.0,3.0,63.5,13.0,1
11.0,0.0,0.0,4.0,137.0,4.0,3.0,6.0,1.0,68.5,12.0,0
0.0,1.0,0.5,0.0,124.0,3.0,5.0,6.0,1.0,62.0,14.0,1
4.0,0.0,0.0,7.0,155.0,4.0,1.0,7.0,3.0,25.833333333333332,35.0,0
24.0,0.0,0.0,3.0,231.0,3.0,3.0,5.0,1.0,77.0,9.0,0
10.0,0.0,0.0,3.0,142.0,4.0,4.0,6.0,3.0,71.0,15.0,0
19.0,1.0,0.3333333333333333,2.0,293.0,3.0,1.0,5.0,1.0,97.66666666666667,8.0,0
9.0,1.0,0.16666666666666666,7.0,183.0,3.0,5.0,5.0,1.0,30.5,16.0,0
7.0,1.0,0.3333333333333333,3.0,123.0,3.0,4.0,6.0,1.0,41.0,14.0,1
10.0,0.0,0.0,7.0,141.0,3.0,4.0,5.0,2.0,28.2,14.0,0
0.0,1.0,0.125,7.0,158.0,3.0,1.0,5.0,3.0,19.75,33.0,1
6.0,0.0,0.0,6.0,131.0,1.0,5.0,4.0,1.0,16.375,14.0,0
9.0,0.0,0.0,3.0,120.0,3.0,1.0,5.0,1.0,60.0,7.0,0
12.0,0.0,0.0,2.0,235.0,3.0,3.0,6.0,1.0,78.33333333333333,16.0,0
19.0,0.0,0.0,2.0,180.0,4.0,4.0,7.0,3.0,60.0,32.0,0
13.0,0.0,0.0,2.0,134.0,3.0,5.0,6.0,1.0,67.0,8.0,0
15.0,0.0,0.0,0.0,155.0,1.0,5.0,4.0,1.0,77.5,19.0,0
8.0,0.0,0.0,7.0,158.0,3.0,1.0,5.0,1.0,79.0,8.0,0
11.0,0.0,0.0,8.0,126.0,3.0,4.0,6.0,2.0,31.5,14.0,0
0.0,0.0,0.0,7.0,153.0,3.0,5.0,6.0,1.0,76.5,15.0,1
0.0,0.0,0.0,8.0,142.0,3.0,5.0,5.0,1.0,71.0,16.0,1
12.0,0.0,0.0,2.0,141.0,3.0,1.0,5.0,3.0,47.0,26.0,0
16.0,0.0,0.0,2.0,124.0,3.0,3.0,5.0,1.0,62.0,14.0,0
14.0,0.0,0.0,2.0,169.0,1.0,4.0,3.0,1.0,84.5,11.0,0
14.0,1.0,0.07142857142857142,5.0,204.0,3.0,3.0,5.0,3.0,14.571428571428571,10.0,0
3.0,0.0,0.0,2.0,197.0,3.0,3.0,6.0,1.0,98.5,16.0,0
9.0,1.0,0.5,4.0,121.0,3.0,4.0,6.0,2.0,60.5,26.0,1
9.0,0.0,0.0,7.0,189.0,3.0,4.0,6.0,1.0,47.25,27.0,1
13.0,0.0,0.0,3.0,165.0,3.0,1.0,5.0,1.0,82.5,7.0,0
7.0,0.0,0.0,8.0,168.0,1.0,3.0,4.0,3.0,33.6,14.0,0
30.0,0.0,0.0,14.0,263.0,3.0,4.0,5.0,3.0,17.533333333333335,8.0,0
8.0,0.0,0.0,3.0,127.0,5.0,3.0,8.0,1.0,63.5,29.0,0
20.0,1.0,0.06666666666666667,10.0,203.0,4.0,4.0,7.0,1.0,13.533333333333333,10.0,0
13.0,0.0,0.0,7.0,144.0,3.0,5.0,5.0,1.0,18.0,18.0,0
27.0,0.0,0.0,7.0,169.0,3.0,1.0,6.0,1.0,84.5,13.0,0
4.0,0.0,0.0,2.0,196.0,3.0,5.0,6.0,3.0,65.33333333333333,13.0,0
1.0,0.0,0.0,2.0,136.0,3.0,5.0,6.0,1.0,68.0,7.0,0
11.0,1.0,0.5,3.0,154.0,5.0,1.0,8.0,3.0,77.0,8.0,0
0.0,0.0,0.0,2.0,147.0,3.0,1.0,5.0,3.0,73.5,16.0,0
30.0,1.0,0.3333333333333333,2.0,258.0,3.0,3.0,5.0,1.0,86.0,21.0,0
9.0,0.0,0.0,0.0,115.0,3.0,3.0,5.0,1.0,57.5,20.0,0
0.0,0.0,0.0,0.0,130.0,1.0,5.0,4.0,2.0,65.0,24.0,1
0.0,1.0,0.3333333333333333,0.0,123.0,4.0,5.0,6.0,2.0,41.0,14.0,1
18.0,0.0,0.0,7.0,152.0,3.0,3.0,6.0,3.0,25.333333333333332,8.0,0
9.0,1.0,0.5,0.0,170.0,3.0,4.0,6.0,1.0,85.0,8.0,0
16.0,0.0,0.0,7.0,157.0,3.0,1.0,6.0,3.0,19.625,8.0,0
0.0,1.0,0.5,2.0,124.0,3.0,1.0,5.0,1.0,62.0,14.0,0
2.0,0.0,0.0,10.0,138.0,3.0,1.0,5.0,1.0,34.5,26.0,0
5.0,0.0,0.0,0.0,146.0,3.0,1.0,6.0,3.0,73.0,16.0,0
15.0,0.0,0.0,3.0,129.0,3.0,3.0,6.0,1.0,32.25,16.0,0
9.0,0.0,0.0,0.0,121.0,3.0,3.0,6.0,1.0,40.333333333333336,15.0,0
19.0,0.0,0.0,7.0,186.0,3.0,1.0,5.0,1.0,37.2,8.0,0
1.0,0.0,0.0,2.0,127.0,3.0,1.0,6.0,2.0,42.333333333333336,7.0,0
2.0,0.0,0.0,6.0,164.0,5.0,3.0,8.0,1.0,82.0,35.0,0
15.0,0.0,0.0,0.0,140.0,3.0,3.0,5.0,1.0,70.0,14.0,0
0.0,1.0,0.3333333333333333,2.0,199.0,4.0,4.0,6.0,3.0,66.33333333333333,8.0,1
19.0,0.0,0.0,8.0,232.0,1.0,5.0,3.0,3.0,77.33333333333333,9.0,0
0.0,0.0,0.0,8.0,135.0,4.0,3.0,6.0,3.0,22.5,29.0,0
2.0,0.0,0.0,0.0,128.0,4.0,4.0,7.0,2.0,64.0,12.0,0
16.0,0.0,0.0,14.0,294.0,4.0,3.0,6.0,1.0,42.0,12.0,0
21.0,0.0,0.0,9.0,297.0,4.0,4.0,7.0,1.0,22.846153846153847,16.0,0
0.0,1.0,0.5,0.0,124.0,4.0,1.0,7.0,1.0,62.0,14.0,1
9.0,0.0,0.0,7.0,173.0,3.0,4.0,6.0,3.0,86.5,16.0,1
0.0,0.0,0.0,3.0,148.0,4.0,5.0,7.0,1.0,18.5,21.0,0
12.0,0.0,0.0,2.0,139.0,3.0,1.0,5.0,1.0,46.333333333333336,25.0,0
28.0,0.0,0.0,4.0,127.0,4.0,1.0,7.0,1.0,63.5,8.0,0
1.0,0.0,0.0,0.0,129.0,3.0,4.0,6.0,3.0,64.5,9.0,0
0.0,0.0,0.0,0.0,111.0,3.0,1.0,5.0,3.0,55.5,15.0,1
0.0,1.0,0.5,0.0,125.0,3.0,4.0,6.0,1.0,62.5,14.0,1
9.0,1.0,0.5,7.0,157.0,4.0,3.0,7.0,3.0,78.5,16.0,0
4.0,0.0,0.0,2.0,142.0,3.0,3.0,5.0,1.0,71.0,26.0,0
7.0,1.0,0.5,0.0,197.0,3.0,1.0,6.0,3.0,98.5,10.0,0
9.0,0.0,0.0,2.0,121.0,3.0,5.0,5.0,1.0,60.5,13.0,0
10.0,1.0,0.5,4.0,143.0,3.0,5.0,6.0,1.0,71.5,13.0,0
8.0,1.0,0.5,2.0,148.0,4.0,4.0,6.0,1.0,74.0,22.0,0
18.0,0.0,0.0,8.0,159.0,4.0,1.0,7.0,1.0,39.75,31.0,0
9.0,0.0,0.0,8.0,139.0,4.0,1.0,7.0,2.0,69.5,8.0,0
13.0,0.0,0.0,16.0,268.0,3.0,5.0,6.0,1.0,22.333333333333332,7.0,0
0.0,1.0,0.5,0.0,129.0,4.0,3.0,7.0,1.0,64.5,7.0,0
0.0,0.0,0.0,7.0,165.0,1.0,3.0,3.0,3.0,82.5,8.0,0
21.0,0.0,0.0,7.0,272.0,3.0,1.0,5.0,1.0,54.4,28.0,0
17.0,0.0,0.0,2.0,150.0,1.0,5.0,4.0,1.0,50.0,7.0,0
9.0,1.0,0.25,0.0,123.0,5.0,5.0,7.0,1.0,30.75,22.0,1
19.0,0.0,0.0,0.0,126.0,3.0,1.0,6.0,1.0,63.0,14.0,1
9.0,0.0,0.0,3.0,155.0,4.0,4.0,6.0,3.0,77.5,23.0,0
14.0,0.0,0.0,4.0,144.0,3.0,4.0,5.0,3.0,72.0,14.0,0
15.0,0.0,0.0,7.0,233.0,3.0,5.0,5.0,1.0,77.66666666666667,12.0,0
4.0,1.0,0.5,4.0,166.0,3.0,1.0,5.0,3.0,83.0,16.0,0
7.0,1.0,0.5,1.0,181.0,4.0,1.0,7.0,3.0,90.5,9.0,0
4.0,0.0,0.0,2.0,140.0,1.0,3.0,4.0,1.0,46.666666666666664,10.0,0
0.0,0.0,0.0,7.0,125.0,1.0,1.0,4.0,1.0,15.625,14.0,0
18.0,0.0,0.0,3.0,154.0,3.0,3.0,5.0,1.0,77.0,7.0,0
6.0,0.0,0.0,9.0,155.0,3.0,3.0,5.0,3.0,77.5,16.0,0
1.0,1.0,0.5,7.0,168.0,4.0,1.0,6.0,3.0,84.0,7.0,0
0.0,0.0,0.0,0.0,111.0,1.0,5.0,3.0,3.0,55.5,30.0,1
12.0,0.0,0.0,2.0,157.0,5.0,3.0,7.0,3.0,78.5,27.0,0
9.0,0.0,0.0,2.0,122.0,3.0,4.0,5.0,1.0,61.0,8.0,0
7.0,1.0,0.14285714285714285,11.0,157.0,4.0,1.0,6.0,1.0,22.428571428571427,28.0,0
0.0,1.0,0.3333333333333333,2.0,199.0,3.0,3.0,5.0,3.0,66.33333333333333,19.0,1
20.0,0.0,0.0,7.0,155.0,3.0,4.0,6.0,1.0,77.5,20.0,0
29.0,0.0,0.0,0.0,154.0,4.0,5.0,6.0,3.0,77.0,17.0,0
12.0,0.0,0.0,9.0,152.0,3.0,5.0,5.0,1.0,19.0,15.0,0
9.0,1.0,0.5,7.0,121.0,4.0,4.0,6.0,1.0,60.5,14.0,0
60.0,1.0,0.5,0.0,279.0,3.0,1.0,6.0,3.0,139.5,27.0,0
0.0,1.0,0.5,3.0,124.0,1.0,3.0,3.0,1.0,62.0,14.0,1
11.0,0.0,0.0,3.0,148.0,3.0,1.0,6.0,1.0,74.0,15.0,0
22.0,0.0,0.0,3.0,292.0,3.0,1.0,5.0,1.0,58.4,8.0,0
15.0,1.0,0.5,0.0,151.0,3.0,1.0,6.0,3.0,75.5,18.0,0
0.0,0.0,0.0,0.0,129.0,4.0,4.0,7.0,2.0,64.5,28.0,1
8.0,0.0,0.0,4.0,156.0,3.0,5.0,6.0,3.0,78.0,24.0,0
9.0,0.0,0.0,4.0,121.0,3.0,3.0,5.0,1.0,60.5,22.0,0
4.0,1.0,0.3333333333333333,3.0,131.0,3.0,5.0,6.0,1.0,43.666666666666664,9.0,0
9.0,0.0,0.0,2.0,128.0,1.0,4.0,4.0,1.0,64.0,15.0,0
7.0,0.0,0.0,1.0,199.0,3.0,1.0,5.0,3.0,66.33333333333333,7.0,0
7.0,0.0,0.0,1.0,186.0,3.0,3.0,5.0,3.0,93.0,19.0,0
0.0,0.0,0.0,6.0,129.0,3.0,5.0,6.0,1.0,16.125,7.0,0
2.0,0.0,0.0,2.0,154.0,3.0,5.0,5.0,1.0,77.0,7.0,0
5.0,0.0,0.0,2.0,167.0,3.0,1.0,5.0,1.0,83.5,21.0,0
4.0,0.0,0.0,7.0,150.0,5.0,5.0,7.0,1.0,16.666666666666668,7.0,0
0.0,0.0,0.0,3.0,124.0,4.0,1.0,6.0,1.0,62.0,14.0,1
11.0,0.0,0.0,0.0,129.0,4.0,5.0,7.0,3.0,64.5,7.0,0
8.0,1.0,0.5,9.0,152.0,3.0,1.0,5.0,3.0,76.0,13.0,0
0.0,0.0,0.0,7.0,141.0,3.0,1.0,5.0,3.0,70.5,15.0,0
5.0,0.0,0.0,0.0,197.0,4.0,1.0,6.0,1.0,98.5,11.0,0
0.0,1.0,0.5,8.0,156.0,3.0,1.0,6.0,3.0,78.0,32.0,1
16.0,1.0,0.3333333333333333,2.0,204.0,3.0,5.0,6.0,3.0,68.0,30.0,1
27.0,0.0,0.0,3.0,129.0,3.0,3.0,6.0,1.0,43.0,15.0,0
6.0,0.0,0.0,8.0,160.0,3.0,3.0,5.0,1.0,53.333333333333336,13.0,0
16.0,0.0,0.0,9.0,175.0,3.0,3.0,4.0,1.0,87.5,17.0,0
11.0,1.0,0.5,2.0,130.0,3.0,4.0,6.0,2.0,65.0,7.0,0
28.0,1.0,0.5,4.0,296.0,1.0,4.0,4.0,2.0,148.0,32.0,0
4.0,1.0,0.5,0.0,111.0,5.0,1.0,7.0,1.0,55.5,8.0,0
12.0,0.0,0.0,10.0,233.0,3.0,5.0,6.0,3.0,77.66666666666667,21.0,0
15.0,0.0,0.0,7.0,143.0,4.0,3.0,6.0,1.0,35.75,29.0,0
4.0,0.0,0.0,3.0,210.0,3.0,3.0,5.0,1.0,42.0,16.0,0
27.0,1.0,0.5,4.0,144.0,3.0,5.0,6.0,1.0,72.0,16.0,0
0.0,0.0,0.0,2.0,146.0,4.0,3.0,6.0,1.0,73.0,7.0,0
0.0,0.0,0.0,4.0,126.0,3.0,1.0,6.0,1.0,63.0,14.0,0
13.0,0.0,0.0,4.0,163.0,3.0,3.0,6.0,1.0,16.3,17.0,0
13.0,0.0,0.0,10.0,157.0,3.0,4.0,6.0,3.0,26.166666666666668,8.0,0
9.0,0.0,0.0,2.0,122.0,3.0,4.0,5.0,2.0,61.0,8.0,0
3.0,0.0,0.0,7.0,137.0,3.0,4.0,6.0,1.0,68.5,7.0,0
0.0,1.0,0.5,2.0,140.0,3.0,3.0,5.0,1.0,70.0,8.0,0
20.0,0.0,0.0,11.0,186.0,3.0,3.0,5.0,1.0,14.307692307692308,31.0,0
9.0,0.0,0.0,0.0,120.0,4.0,3.0,6.0,1.0,60.0,7.0,0
11.0,0.0,0.0,8.0,144.0,3.0,4.0,5.0,3.0,24.0,7.0,0
4.0,0.0,0.0,2.0,131.0,3.0,3.0,6.0,3.0,65.5,8.0,0
11.0,0.0,0.0,7.0,153.0,4.0,3.0,7.0,1.0,19.125,12.0,0
15.0,1.0,0.5,2.0,154.0,3.0,5.0,5.0,1.0,77.0,24.0,0
14.0,0.0,0.0,0.0,128.0,3.0,1.0,6.0,1.0,64.0,7.0,0
20.0,0.0,0.0,3.0,220.0,3.0,4.0,6.0,1.0,36.666666666666664,7.0,0
8.0,1.0,0.3333333333333333,2.0,127.0,3.0,3.0,5.0,1.0,42.333333333333336,17.0,0
0.0,0.0,0.0,2.0,134.0,3.0,3.0,6.0,1.0,67.0,7.0,0
8.0,0.0,0.0,8.0,151.0,3.0,3.0,5.0,1.0,75.5,15.0,0
6.0,1.0,0.1111111111111111,1.0,149.0,3.0,1.0,6.0,1.0,16.555555555555557,21.0,0
5.0,0.0,0.0,1.0,128.0,4.0,4.0,7.0,1.0,25.6,35.0,0
13.0,0.0,0.0,0.0,124.0,3.0,1.0,5.0,1.0,62.0,14.0,0
9.0,0.0,0.0,2.0,123.0,4.0,4.0,7.0,3.0,41.0,7.0,0
12.0,0.0,0.0,7.0,141.0,3.0,1.0,5.0,1.0,70.5,30.0,0
11.0,0.0,0.0,11.0,232.0,5.0,3.0,8.0,1.0,77.33333333333333,16.0,0
5.0,0.0,0.0,7.0,204.0,3.0,1.0,5.0,3.0,34.0,7.0,0
10.0,1.0,0.3333333333333333,8.0,237.0,1.0,1.0,3.0,1.0,79.0,16.0,0
0.0,1.0,0.5,4.0,149.0,3.0,3.0,5.0,3.0,74.5,14.0,0
25.0,0.0,0.0,0.0,135.0,3.0,1.0,5.0,3.0,67.5,35.0,0
17.0,1.0,0.5,2.0,124.0,3.0,1.0,5.0,1.0,62.0,14.0,0
0.0,1.0,0.5,2.0,124.0,3.0,5.0,5.0,3.0,62.0,14.0,0
12.0,0.0,0.0,3.0,294.0,3.0,1.0,5.0,1.0,147.0,15.0,0
9.0,0.0,0.0,0.0,118.0,3.0,5.0,5.0,3.0,59.0,15.0,1
9.0,0.0,0.0,4.0,176.0,4.0,1.0,7.0,3.0,44.0,9.0,0
9.0,0.0,0.0,2.0,151.0,3.0,4.0,6.0,1.0,75.5,10.0,0
29.0,0.0,0.0,9.0,163.0,3.0,3.0,5.0,1.0,81.5,7.0,0
0.0,1.0,0.3333333333333333,2.0,148.0,3.0,1.0,5.0,1.0,49.333333333333336,7.0,1
15.0,0.0,0.0,14.0,289.0,3.0,3.0,5.0,1.0,57.8,8.0,0
19.0,0.0,0.0,8.0,123.0,3.0,3.0,6.0,1.0,12.3,14.0,1
14.0,0.0,0.0,10.0,236.0,4.0,4.0,6.0,1.0,78.66666666666667,34.0,0
7.0,0.0,0.0,7.0,167.0,4.0,3.0,7.0,3.0,83.5,34.0,0
9.0,0.0,0.0,11.0,154.0,5.0,1.0,7.0,3.0,12.833333333333334,21.0,0
14.0,0.0,0.0,4.0,189.0,4.0,4.0,6.0,3.0,94.5,9.0,0
5.0,0.0,0.0,2.0,124.0,3.0,5.0,6.0,1.0,62.0,14.0,0
8.0,1.0,0.5,7.0,188.0,3.0,1.0,5.0,2.0,94.0,32.0,0
11.0,0.0,0.0,9.0,153.0,3.0,1.0,6.0,3.0,76.5,16.0,0
13.0,0.0,0.0,1.0,167.0,3.0,3.0,6.0,3.0,83.5,7.0,1
9.0,0.0,0.0,0.0,167.0,4.0,1.0,7.0,3.0,83.5,17.0,0
18.0,0.0,0.0,1.0,149.0,3.0,3.0,5.0,3.0,74.5,26.0,0
13.0,0.0,0.0,2.0,128.0,4.0,3.0,7.0,1.0,42.666666666666664,8.0,0
8.0,1.0,0.5,2.0,157.0,3.0,3.0,6.0,1.0,78.5,24.0,0
9.0,0.0,0.0,2.0,120.0,3.0,3.0,6.0,1.0,60.0,8.0,0
8.0,0.0,0.0,1.0,130.0,5.0,1.0,8.0,1.0,65.0,7.0,0
2.0,1.0,0.5,3.0,140.0,4.0,4.0,6.0,1.0,70.0,19.0,0
2.0,0.0,0.0,4.0,138.0,4.0,5.0,7.0,1.0,69.0,34.0,0
13.0,1.0,0.3333333333333333,0.0,209.0,4.0,5.0,6.0,3.0,69.66666666666667,34.0,1
12.0,0.0,0.0,3.0,220.0,4.0,1.0,6.0,3.0,22.0,30.0,0
4.0,0.0,0.0,7.0,199.0,3.0,5.0,6.0,1.0,99.5,11.0,0
0.0,0.0,0.0,0.0,130.0,4.0,3.0,7.0,3.0,65.0,11.0,0
9.0,0.0,0.0,3.0,126.0,1.0,1.0,3.0,1.0,63.0,14.0,0
12.0,0.0,0.0,7.0,200.0,4.0,5.0,6.0,1.0,100.0,12.0,0
0.0,1.0,0.5,3.0,161.0,1.0,4.0,3.0,1.0,80.5,10.0,0
22.0,0.0,0.0,8.0,154.0,4.0,4.0,7.0,3.0,77.0,8.0,0
7.0,0.0,0.0,2.0,144.0,1.0,3.0,3.0,1.0,72.0,14.0,0
5.0,1.0,0.3333333333333333,6.0,185.0,4.0,2.0,8.0,3.0,61.666666666666664,7.0,1
1.0,1.0,0.3333333333333333,1.0,146.0,5.0,3.0,9.0,1.0,48.666666666666664,9.0,1
1.0,1.0,0.3333333333333333,4.0,145.0,5.0,3.0,8.0,1.0,48.333333333333336,31.0,1
1.0,0.0,0.0,4.0,159.0,5.0,5.0,8.0,3.0,53.0,16.0,1
1.0,0.0,0.0,4.0,155.0,4.0,5.0,7.0,1.0,51.666666666666664,13.0,1
1.0,1.0,0.125,8.0,164.0,6.0,5.0,10.0,1.0,20.5,23.0,1
3.0,0.0,0.0,1.0,146.0,4.0,2.0,7.0,3.0,48.666666666666664,12.0,1
1.0,1.0,0.25,1.0,148.0,4.0,2.0,8.0,1.0,37.0,7.0,1
14.0,1.0,0.3333333333333333,3.0,152.0,5.0,3.0,8.0,3.0,50.666666666666664,10.0,1
1.0,0.0,0.0,2.0,148.0,6.0,3.0,9.0,1.0,49.333333333333336,32.0,1
5.0,0.0,0.0,9.0,320.0,4.0,3.0,7.0,1.0,18.823529411764707,19.0,1
12.0,1.0,0.3333333333333333,1.0,179.0,5.0,3.0,9.0,1.0,59.666666666666664,7.0,1
1.0,1.0,0.25,3.0,159.0,4.0,3.0,7.0,1.0,39.75,12.0,1
1.0,1.0,0.3333333333333333,1.0,159.0,5.0,3.0,9.0,1.0,53.0,16.0,1
10.0,0.0,0.0,3.0,221.0,5.0,2.0,9.0,3.0,36.833333333333336,16.0,1
1.0,1.0,0.3333333333333333,3.0,146.0,4.0,5.0,8.0,2.0,48.666666666666664,13.0,1
1.0,1.0,0.3333333333333333,1.0,154.0,5.0,2.0,9.0,1.0,51.333333333333336,13.0,1
1.0,1.0,0.3333333333333333,4.0,182.0,5.0,3.0,8.0,3.0,60.666666666666664,12.0,1
1.0,1.0,0.3333333333333333,7.0,186.0,6.0,3.0,10.0,1.0,62.0,14.0,1
20.0,1.0,0.16666666666666666,4.0,175.0,4.0,4.0,8.0,1.0,29.166666666666668,21.0,1
1.0,1.0,0.1111111111111111,8.0,187.0,6.0,3.0,10.0,3.0,20.77777777777778,13.0,1
21.0,0.0,0.0,3.0,228.0,4.0,2.0,8.0,1.0,13.411764705882353,30.0,1
1.0,1.0,0.3333333333333333,1.0,142.0,4.0,3.0,7.0,3.0,47.333333333333336,29.0,1
1.0,1.0,0.25,3.0,171.0,6.0,3.0,10.0,3.0,42.75,27.0,1
15.0,0.0,0.0,4.0,232.0,6.0,2.0,9.0,1.0,77.33333333333333,15.0,1
1.0,0.0,0.0,5.0,167.0,4.0,5.0,7.0,1.0,55.666666666666664,16.0,1
9.0,0.0,0.0,7.0,198.0,4.0,4.0,8.0,3.0,66.0,7.0,0
27.0,1.0,0.16666666666666666,6.0,148.0,4.0,3.0,7.0,3.0,24.666666666666668,13.0,0
19.0,0.0,0.0,16.0,148.0,4.0,4.0,7.0,1.0,49.333333333333336,16.0,0
6.0,0.0,0.0,3.0,215.0,4.0,2.0,7.0,3.0,43.0,15.0,0
3.0,0.0,0.0,10.0,168.0,4.0,3.0,7.0,1.0,56.0,7.0,0
1.0,0.0,0.0,1.0,186.0,5.0,3.0,8.0,1.0,62.0,14.0,0
31.0,1.0,0.3333333333333333,1.0,158.0,5.0,4.0,9.0,1.0,52.666666666666664,16.0,0
14.0,0.0,0.0,12.0,234.0,5.0,2.0,9.0,3.0,78.0,11.0,0
8.0,0.0,0.0,3.0,147.0,4.0,3.0,8.0,3.0,49.0,9.0,0
1.0,0.0,0.0,3.0,148.0,4.0,2.0,8.0,1.0,37.0,26.0,0
1.0,0.0,0.0,3.0,145.0,4.0,4.0,7.0,1.0,36.25,16.0,0
2.0,0.0,0.0,3.0,152.0,4.0,2.0,7.0,1.0,50.666666666666664,28.0,0
31.0,1.0,0.3333333333333333,3.0,219.0,3.0,2.0,6.0,1.0,73.0,31.0,0
1.0,1.0,0.3333333333333333,2.0,151.0,5.0,3.0,9.0,1.0,50.333333333333336,10.0,0
24.0,0.0,0.0,5.0,324.0,4.0,4.0,7.0,1.0,54.0,18.0,0
15.0,0.0,0.0,9.0,150.0,4.0,3.0,7.0,1.0,50.0,21.0,0
4.0,0.0,0.0,3.0,219.0,4.0,2.0,7.0,3.0,24.333333333333332,12.0,0
12.0,0.0,0.0,3.0,212.0,5.0,2.0,8.0,3.0,70.66666666666667,7.0,0
6.0,0.0,0.0,5.0,155.0,4.0,3.0,7.0,1.0,51.666666666666664,13.0,0
1.0,1.0,0.3333333333333333,2.0,156.0,4.0,4.0,7.0,1.0,52.0,24.0,0
1.0,0.0,0.0,1.0,148.0,6.0,5.0,10.0,3.0,49.333333333333336,7.0,1
10.0,0.0,0.0,3.0,146.0,4.0,4.0,6.0,1.0,16.22222222222222,10.0,0
4.0,0.0,0.0,11.0,156.0,4.0,5.0,8.0,1.0,19.5,16.0,0
19.0,1.0,0.3333333333333333,4.0,175.0,4.0,5.0,6.0,3.0,58.333333333333336,11.0,0
30.0,1.0,0.25,3.0,168.0,4.0,5.0,8.0,1.0,42.0,15.0,0
7.0,0.0,0.0,3.0,150.0,4.0,2.0,7.0,1.0,50.0,9.0,0
1.0,0.0,0.0,1.0,136.0,5.0,2.0,8.0,1.0,45.333333333333336,9.0,1
20.0,0.0,0.0,3.0,230.0,4.0,5.0,8.0,3.0,13.529411764705882,7.0,0
12.0,0.0,0.0,2.0,148.0,4.0,2.0,8.0,1.0,37.0,16.0,0
5.0,1.0,0.3333333333333333,3.0,164.0,4.0,2.0,8.0,1.0,54.666666666666664,19.0,0
8.0,0.0,0.0,3.0,148.0,4.0,4.0,8.0,1.0,49.333333333333336,34.0,0
5.0,1.0,0.3333333333333333,3.0,156.0,4.0,4.0,8.0,3.0,52.0,27.0,1
24.0,0.0,0.0,3.0,162.0,5.0,3.0,8.0,1.0,54.0,7.0,0
27.0,0.0,0.0,4.0,170.0,3.0,5.0,6.0,1.0,56.666666666666664,20.0,0
7.0,0.0,0.0,7.0,153.0,4.0,4.0,8.0,1.0,51.0,21.0,0
14.0,0.0,0.0,10.0,315.0,4.0,3.0,7.0,1.0,28.636363636363637,11.0,0
29.0,0.0,0.0,16.0,312.0,3.0,4.0,7.0,1.0,78.0,21.0,0
8.0,0.0,0.0,3.0,220.0,5.0,3.0,8.0,1.0,73.33333333333333,9.0,0
25.0,0.0,0.0,1.0,262.0,4.0,4.0,8.0,1.0,87.33333333333333,10.0,0
26.0,0.0,0.0,10.0,325.0,5.0,3.0,9.0,1.0,25.0,7.0,0
1.0,0.0,0.0,4.0,148.0,4.0,4.0,7.0,1.0,49.333333333333336,16.0,0
1.0,1.0,0.3333333333333333,2.0,184.0,5.0,3.0,8.0,1.0,61.333333333333336,30.0,1
17.0,0.0,0.0,3.0,146.0,3.0,2.0,6.0,1.0,36.5,14.0,0
19.0,0.0,0.0,9.0,293.0,5.0,2.0,9.0,1.0,22.53846153846154,9.0,0
11.0,1.0,0.3333333333333333,8.0,161.0,3.0,5.0,7.0,1.0,53.666666666666664,28.0,0
9.0,0.0,0.0,3.0,169.0,4.0,4.0,7.0,1.0,56.333333333333336,9.0,0
